"date","timestamp","session","href","txt"
"2021-06-23","202106231420","midday","https://www.nytimes.com/2021/06/22/nyregion/nyc-mayor.html?action=click&module=Spotlight&pgtype=Homepage","Adams Leads in New York’s Mayoral Primary; Yang ConcedesAdams Leads in New York’s Mayoral Primary; Yang Concedes"
